"CN","INVYR","STATECD","COUNTYCD","O3PLOT","FIELD_ID","SPLIT_PLOTID","GROUND_LOC_CD","MEASYEAR","BIOSPCD","AMNT_MAX","AMNT_MIN","AMNT_MEAN","SVRTY_MAX","SVRTY_MIN","SVRTY_MEAN","PLANT_INJ_CNT","PLANT_EVAL_CNT","PLANT_RATIO","BIOSPCD_SUM","BIOSPCD_INDEX","ELEV","PLTSIZE","ASPECT","TERRPOS","SOILDPTH","SOILDRN","PLOTWET","PLTDSTRB","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE"
"234061527010661",2009,39,79,3701,370,1,1,2009,365,0,0,0,0,0,0,0,11,0,0,0,718,1,132,3,1,1,,0,"",2010-09-20,"10661","",,""
"234061528010661",2009,39,79,3701,370,1,1,2009,366,0,0,0,0,0,0,0,30,0,0,0,718,1,132,3,1,1,,0,"",2010-09-20,"10661","",,""
"234061529010661",2009,39,79,3701,370,1,1,2009,621,0,0,0,0,0,0,0,16,0,0,0,718,1,132,3,1,1,,0,"",2010-09-20,"10661","",,""
"234061531010661",2009,39,79,3701,370,1,1,2009,915,0,0,0,0,0,0,0,30,0,0,0,718,1,132,3,1,1,,0,"",2010-09-20,"10661","",,""
"234061532010661",2009,39,79,3701,370,1,1,2009,931,0,0,0,0,0,0,0,30,0,0,0,718,1,132,3,1,1,,0,"",2010-09-20,"10661","",,""
"234061534010661",2009,39,1,3921,392,1,1,2009,365,0,0,0,0,0,0,0,30,0,0,0,956,1,0,4,1,1,,0,"",2010-09-20,"10661","",,""
"234061535010661",2009,39,1,3921,392,1,1,2009,366,0,0,0,0,0,0,0,30,0,0,0,956,1,0,4,1,1,,0,"",2010-09-20,"10661","",,""
"234061536010661",2009,39,1,3921,392,1,1,2009,541,0,0,0,0,0,0,0,30,0,0,0,956,1,0,4,1,1,,0,"",2010-09-20,"10661","",,""
"234061538010661",2009,39,145,4511,451,1,2,2009,366,0,0,0,0,0,0,0,30,0,0,0,930,1,0,5,1,2,,0,"",2010-09-20,"10661","",2010-09-21,"10661"
"234061539010661",2009,39,145,4511,451,1,2,2009,541,0,0,0,0,0,0,0,22,0,0,0,930,1,0,5,1,2,,0,"",2010-09-20,"10661","",2010-09-21,"10661"
"234061541010661",2009,39,145,4511,451,1,2,2009,621,0,0,0,0,0,0,0,30,0,0,0,930,1,0,5,1,2,,0,"",2010-09-20,"10661","",2010-09-21,"10661"
"234061542010661",2009,39,145,4511,451,1,2,2009,915,0,0,0,0,0,0,0,30,0,0,0,930,1,0,5,1,2,,0,"",2010-09-20,"10661","",2010-09-21,"10661"
"226077788010661",1999,39,105,2421,242,1,1,1999,541,0,0,0,0,0,0,0,10,0,0,0,800,2,160,1,1,1,,0,"",2010-06-07,"10661","",,""
"226077764010661",1999,39,119,5291,529,1,1,1999,366,0,0,0,0,0,0,0,30,0,0,0,720,2,0,5,1,1,,0,"",2010-06-07,"10661","",,""
"226077765010661",1999,39,119,5291,529,1,1,1999,915,0,0,0,0,0,0,0,11,0,0,0,720,2,0,5,1,1,,0,"",2010-06-07,"10661","",,""
"226077766010661",1999,39,119,5291,529,1,1,1999,931,0,0,0,0,0,0,0,32,0,0,0,720,2,0,5,1,1,,0,"",2010-06-07,"10661","",,""
"226077768010661",1999,39,127,10451,1045,1,1,1999,366,0,0,0,0,0,0,0,11,0,0,0,1020,2,0,5,1,1,,0,"",2010-06-07,"10661","",,""
"226077769010661",1999,39,127,10451,1045,1,1,1999,541,0,0,0,0,0,0,0,12,0,0,0,1020,2,0,5,1,1,,0,"",2010-06-07,"10661","",,""
"226077770010661",1999,39,127,10451,1045,1,1,1999,915,0,0,0,0,0,0,0,10,0,0,0,1020,2,0,5,1,1,,0,"",2010-06-07,"10661","",,""
"226077801010661",1999,39,131,4601,460,1,1,1999,366,0,0,0,0,0,0,0,18,0,0,0,1400,2,90,1,1,1,,0,"",2010-06-07,"10661","",,""
"226077802010661",1999,39,131,4601,460,1,1,1999,541,0,0,0,0,0,0,0,30,0,0,0,1400,2,90,1,1,1,,0,"",2010-06-07,"10661","",,""
"226077803010661",1999,39,131,4601,460,1,1,1999,915,0,0,0,0,0,0,0,30,0,0,0,1400,2,90,1,1,1,,0,"",2010-06-07,"10661","",,""
"226077793010661",1999,39,141,14121,1412,1,1,1999,621,0,0,0,0,0,0,0,30,0,0,0,900,2,360,3,1,1,,0,"",2010-06-07,"10661","",,""
"226077794010661",1999,39,141,14121,1412,1,1,1999,915,0,0,0,0,0,0,0,30,0,0,0,900,2,360,3,1,1,,0,"",2010-06-07,"10661","",,""
"226077795010661",1999,39,141,14121,1412,1,1,1999,931,0,0,0,0,0,0,0,14,0,0,0,900,2,360,3,1,1,,0,"",2010-06-07,"10661","",,""
"226077797010661",1999,39,141,3841,384,1,1,1999,541,0,0,0,0,0,0,0,11,0,0,0,660,3,0,5,1,1,,0,"",2010-06-07,"10661","",,""
"226077798010661",1999,39,141,3841,384,1,1,1999,621,0,0,0,0,0,0,0,13,0,0,0,660,3,0,5,1,1,,0,"",2010-06-07,"10661","",,""
"226077799010661",1999,39,141,3841,384,1,1,1999,915,0,0,0,0,0,0,0,30,0,0,0,660,3,0,5,1,1,,0,"",2010-06-07,"10661","",,""
"226150187010661",2002,39,89,1221,122,1,1,2002,762,0,0,0,0,0,0,0,30,0,0,0,1114,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226150434010661",2002,39,99,1461,146,1,1,2002,366,0,0,0,0,0,0,0,30,0,0,0,1055,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226150435010661",2002,39,99,1461,146,1,1,2002,541,0,0,0,0,0,0,0,30,0,0,0,1055,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226150436010661",2002,39,99,1461,146,1,1,2002,762,0,0,0,0,0,0,0,30,0,0,0,1055,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226150445010661",2002,39,103,5321,532,1,1,2002,366,0.16,0.16,0.16,0.16,0.16,0.16,1,30,0.03333333,0.0256,0.00085333,1165,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226150446010661",2002,39,103,5321,532,1,1,2002,541,0,0,0,0,0,0,0,30,0,0,0,1165,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226150447010661",2002,39,103,5321,532,1,1,2002,762,0.88,0.16,0.55666667,0.38,0.035,0.2125,6,30,0.2,0.15026667,0.03005333,1165,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226150455010661",2002,39,103,6151,615,1,1,2002,366,0,0,0,0,0,0,0,30,0,0,0,955,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226150456010661",2002,39,103,6151,615,1,1,2002,541,0,0,0,0,0,0,0,30,0,0,0,955,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226149593010661",2002,39,105,7461,746,1,1,2002,366,0,0,0,0,0,0,0,30,0,0,0,656,1,70,1,1,1,,0,"",2010-06-07,"10661","",,""
"226149594010661",2002,39,105,7461,746,1,1,2002,915,0,0,0,0,0,0,0,30,0,0,0,656,1,70,1,1,1,,0,"",2010-06-07,"10661","",,""
"226149595010661",2002,39,105,7461,746,1,1,2002,931,0,0,0,0,0,0,0,30,0,0,0,656,1,70,1,1,1,,0,"",2010-06-07,"10661","",,""
"226149894010661",2002,39,111,4841,484,1,1,2002,365,0.63,0.16,0.31666667,0.63,0.38,0.54666667,3,30,0.1,0.18616667,0.01861667,1013,1,130,3,1,1,,0,"",2010-06-07,"10661","",,""
"226149895010661",2002,39,111,4841,484,1,1,2002,366,0,0,0,0,0,0,0,30,0,0,0,1013,1,130,3,1,1,,0,"",2010-06-07,"10661","",,""
"226149896010661",2002,39,111,4841,484,1,1,2002,762,0.88,0.035,0.4575,0.38,0.16,0.27,2,30,0.06666667,0.17,0.01133333,1013,1,130,3,1,1,,0,"",2010-06-07,"10661","",,""
"226149897010661",2002,39,111,4841,484,1,1,2002,931,0,0,0,0,0,0,0,30,0,0,0,1013,1,130,3,1,1,,0,"",2010-06-07,"10661","",,""
"226149915010661",2002,39,119,11801,1180,1,1,2002,365,0,0,0,0,0,0,0,30,0,0,0,780,2,0,1,1,1,,0,"",2010-06-07,"10661","",,""
"226149916010661",2002,39,119,11801,1180,1,1,2002,366,0,0,0,0,0,0,0,30,0,0,0,780,2,0,1,1,1,,0,"",2010-06-07,"10661","",,""
"226149903010661",2002,39,131,8671,867,1,1,2002,364,0,0,0,0,0,0,0,32,0,0,0,637,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226149904010661",2002,39,131,8671,867,1,1,2002,366,0,0,0,0,0,0,0,30,0,0,0,637,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226149905010661",2002,39,131,8671,867,1,1,2002,541,0,0,0,0,0,0,0,14,0,0,0,637,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226149906010661",2002,39,131,8671,867,1,1,2002,915,0,0,0,0,0,0,0,30,0,0,0,637,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226149907010661",2002,39,131,8671,867,1,1,2002,931,0,0,0,0,0,0,0,11,0,0,0,637,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226149931010661",2002,39,135,2871,287,1,1,2002,365,0,0,0,0,0,0,0,32,0,0,0,955,1,60,4,1,1,,0,"",2010-06-07,"10661","",,""
"226149932010661",2002,39,135,2871,287,1,1,2002,541,0,0,0,0,0,0,0,30,0,0,0,955,1,60,4,1,1,,0,"",2010-06-07,"10661","",,""
"226149933010661",2002,39,135,2871,287,1,1,2002,915,0,0,0,0,0,0,0,30,0,0,0,955,1,60,4,1,1,,0,"",2010-06-07,"10661","",,""
"226149613010661",2002,39,145,4511,451,1,1,2002,365,0,0,0,0,0,0,0,30,0,0,0,568,1,277,3,1,1,,0,"",2010-06-07,"10661","",,""
"226149614010661",2002,39,145,4511,451,1,1,2002,366,0,0,0,0,0,0,0,31,0,0,0,568,1,277,3,1,1,,0,"",2010-06-07,"10661","",,""
"226149615010661",2002,39,145,4511,451,1,1,2002,541,0,0,0,0,0,0,0,31,0,0,0,568,1,277,3,1,1,,0,"",2010-06-07,"10661","",,""
"226149616010661",2002,39,145,4511,451,1,1,2002,621,0,0,0,0,0,0,0,15,0,0,0,568,1,277,3,1,1,,0,"",2010-06-07,"10661","",,""
"226149617010661",2002,39,145,4511,451,1,1,2002,762,0,0,0,0,0,0,0,23,0,0,0,568,1,277,3,1,1,,0,"",2010-06-07,"10661","",,""
"226149618010661",2002,39,145,4511,451,1,1,2002,915,0,0,0,0,0,0,0,11,0,0,0,568,1,277,3,1,1,,0,"",2010-06-07,"10661","",,""
"226150178010661",2002,39,151,10621,1062,1,1,2002,541,0,0,0,0,0,0,0,30,0,0,0,1139,1,125,3,1,1,,0,"",2010-06-07,"10661","",,""
"226150179010661",2002,39,151,10621,1062,1,1,2002,762,0,0,0,0,0,0,0,30,0,0,0,1139,1,125,3,1,1,,0,"",2010-06-07,"10661","",,""
"226150181010661",2002,39,151,4531,453,1,1,2002,366,0,0,0,0,0,0,0,30,0,0,0,1215,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226150182010661",2002,39,151,4531,453,1,1,2002,541,0,0,0,0,0,0,0,30,0,0,0,1215,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"234062608010661",2009,39,103,5321,532,1,1,2009,915,0,0,0,0,0,0,0,13,0,0,0,1188,1,0,4,1,1,,0,"",2010-09-20,"10661","",,""
"234062615010661",2009,39,103,6151,615,1,1,2009,366,0,0,0,0,0,0,0,30,0,0,0,984,2,0,4,1,1,,0,"",2010-09-20,"10661","",,""
"234062616010661",2009,39,103,6151,615,1,1,2009,541,0,0,0,0,0,0,0,30,0,0,0,984,2,0,4,1,1,,0,"",2010-09-20,"10661","",,""
"234062620010661",2009,39,77,13861,1386,1,1,2009,365,0.63,0.035,0.23333333,0.16,0.035,0.11833333,3,30,0.1,0.035875,0.0035875,936,1,0,4,1,1,,0,"",2010-09-20,"10661","",,""
"234062621010661",2009,39,77,13861,1386,1,1,2009,366,0,0,0,0,0,0,0,30,0,0,0,936,1,0,4,1,1,,0,"",2010-09-20,"10661","",,""
"234062623010661",2009,39,77,13861,1386,1,1,2009,915,0,0,0,0,0,0,0,29,0,0,0,936,1,0,4,1,1,,0,"",2010-09-20,"10661","",,""
"234062625010661",2009,39,43,9581,958,1,1,2009,365,0,0,0,0,0,0,0,30,0,0,0,623,1,0,4,1,1,,0,"",2010-09-20,"10661","",,""
"234062626010661",2009,39,43,9581,958,1,1,2009,366,0,0,0,0,0,0,0,30,0,0,0,623,1,0,4,1,1,,0,"",2010-09-20,"10661","",,""
"234062627010661",2009,39,43,9581,958,1,1,2009,541,0,0,0,0,0,0,0,30,0,0,0,623,1,0,4,1,1,,0,"",2010-09-20,"10661","",,""
"234062633010661",2009,39,173,9181,918,1,1,2009,365,0,0,0,0,0,0,0,22,0,0,0,642,1,0,4,1,1,,0,"",2010-09-20,"10661","",,""
"234062634010661",2009,39,173,9181,918,1,1,2009,366,0,0,0,0,0,0,0,24,0,0,0,642,1,0,4,1,1,,0,"",2010-09-20,"10661","",,""
"234062635010661",2009,39,173,9181,918,1,1,2009,541,0.38,0.38,0.38,0.16,0.16,0.16,1,30,0.03333333,0.0608,0.00202667,642,1,0,4,1,1,,0,"",2010-09-20,"10661","",,""
"234062275010661",2009,39,31,3181,318,1,2,2009,762,0,0,0,0,0,0,0,24,0,0,0,1114,1,0,4,1,1,,0,"",2010-09-20,"10661","",2010-09-21,"10661"
"234062276010661",2009,39,31,3181,318,1,2,2009,915,0,0,0,0,0,0,0,30,0,0,0,1114,1,0,4,1,1,,0,"",2010-09-20,"10661","",2010-09-21,"10661"
"234062610010661",2009,39,55,2351,235,1,2,2009,366,0,0,0,0,0,0,0,21,0,0,0,1239,1,340,1,1,1,,0,"",2010-09-20,"10661","",2010-09-21,"10661"
"234062611010661",2009,39,55,2351,235,1,2,2009,541,0,0,0,0,0,0,0,30,0,0,0,1239,1,340,1,1,1,,0,"",2010-09-20,"10661","",2010-09-21,"10661"
"234062613010661",2009,39,55,2351,235,1,2,2009,915,0,0,0,0,0,0,0,26,0,0,0,1239,1,340,1,1,1,,0,"",2010-09-20,"10661","",2010-09-21,"10661"
"234061917010661",2009,39,119,4841,484,1,2,2009,365,0,0,0,0,0,0,0,30,0,0,0,1071,1,0,1,1,1,,0,"",2010-09-20,"10661","",2010-09-21,"10661"
"234061918010661",2009,39,119,4841,484,1,2,2009,366,0,0,0,0,0,0,0,30,0,0,0,1071,1,0,1,1,1,,0,"",2010-09-20,"10661","",2010-09-21,"10661"
"234061919010661",2009,39,119,4841,484,1,2,2009,541,0,0,0,0,0,0,0,30,0,0,0,1071,1,0,1,1,1,,0,"",2010-09-20,"10661","",2010-09-21,"10661"
"234061543010661",2009,39,145,4511,451,1,2,2009,931,0,0,0,0,0,0,0,29,0,0,0,930,1,0,5,1,2,,0,"",2010-09-20,"10661","",2010-09-21,"10661"
"234061885010661",2009,39,13,15641,1564,1,1,2009,365,0,0,0,0,0,0,0,25,0,0,0,1193,2,0,1,1,1,,0,"",2010-09-20,"10661","",,""
"226147549010661",2001,39,131,8671,867,1,1,2001,541,0,0,0,0,0,0,0,26,0,0,0,637,2,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226147550010661",2001,39,131,8671,867,1,1,2001,915,0,0,0,0,0,0,0,30,0,0,0,637,2,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226147551010661",2001,39,131,8671,867,1,1,2001,931,0,0,0,0,0,0,0,30,0,0,0,637,2,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226148159010661",2001,39,133,311,31,1,1,2001,365,0,0,0,0,0,0,0,22,0,0,0,1200,2,0,1,1,1,,0,"",2010-06-07,"10661","",,""
"226148160010661",2001,39,133,311,31,1,1,2001,541,0.88,0.88,0.88,0.38,0.38,0.38,1,30,0.03333333,0.3344,0.01114667,1200,2,0,1,1,1,,0,"",2010-06-07,"10661","",,""
"226148161010661",2001,39,133,311,31,1,1,2001,762,0,0,0,0,0,0,0,26,0,0,0,1200,2,0,1,1,1,,0,"",2010-06-07,"10661","",,""
"226148162010661",2001,39,133,311,31,1,1,2001,915,0,0,0,0,0,0,0,13,0,0,0,1200,2,0,1,1,1,,0,"",2010-06-07,"10661","",,""
"226147575010661",2001,39,135,2871,287,1,1,2001,365,0,0,0,0,0,0,0,30,0,0,0,955,2,0,1,1,1,,0,"",2010-06-07,"10661","",,""
"226147576010661",2001,39,135,2871,287,1,1,2001,541,0,0,0,0,0,0,0,30,0,0,0,955,2,0,1,1,1,,0,"",2010-06-07,"10661","",,""
"226147577010661",2001,39,135,2871,287,1,1,2001,915,0,0,0,0,0,0,0,25,0,0,0,955,2,0,1,1,1,,0,"",2010-06-07,"10661","",,""
"226147318010661",2001,39,145,13481,1348,1,1,2001,365,0,0,0,0,0,0,0,30,0,0,0,900,2,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226147319010661",2001,39,145,13481,1348,1,1,2001,366,0,0,0,0,0,0,0,30,0,0,0,900,2,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226147320010661",2001,39,145,13481,1348,1,1,2001,541,0.63,0.035,0.37090909,0.38,0.035,0.10045455,11,31,0.35483871,0.03035455,0.01077097,900,2,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226147858010661",2001,39,151,13541,1354,1,1,2001,541,0,0,0,0,0,0,0,30,0,0,0,1035,1,140,3,1,1,,0,"",2010-06-07,"10661","",,""
"226147859010661",2001,39,151,13541,1354,1,1,2001,762,0,0,0,0,0,0,0,30,0,0,0,1035,1,140,3,1,1,,0,"",2010-06-07,"10661","",,""
"226147857010661",2001,39,151,13541,1354,1,1,2001,366,0,0,0,0,0,0,0,30,0,0,0,1035,1,140,3,1,1,,0,"",2010-06-07,"10661","",,""
"226147861010661",2001,39,151,4531,453,1,1,2001,366,0,0,0,0,0,0,0,30,0,0,0,1215,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226147862010661",2001,39,151,4531,453,1,1,2001,541,0,0,0,0,0,0,0,30,0,0,0,1215,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226147863010661",2001,39,151,4531,453,1,1,2001,621,0,0,0,0,0,0,0,15,0,0,0,1215,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226147864010661",2001,39,151,4531,453,1,1,2001,762,0,0,0,0,0,0,0,30,0,0,0,1215,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226147854010661",2001,39,157,8191,819,1,1,2001,366,0,0,0,0,0,0,0,30,0,0,0,873,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226147855010661",2001,39,157,8191,819,1,1,2001,762,0,0,0,0,0,0,0,30,0,0,0,873,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226147542010661",2001,39,163,5741,574,1,1,2001,366,0,0,0,0,0,0,0,30,0,0,0,708,2,50,3,1,1,,0,"",2010-06-07,"10661","",,""
"226147543010661",2001,39,163,5741,574,1,1,2001,541,0,0,0,0,0,0,0,30,0,0,0,708,2,50,3,1,1,,0,"",2010-06-07,"10661","",,""
"226147544010661",2001,39,163,5741,574,1,1,2001,621,0,0,0,0,0,0,0,28,0,0,0,708,2,50,3,1,1,,0,"",2010-06-07,"10661","",,""
"226147545010661",2001,39,163,5741,574,1,1,2001,762,0,0,0,0,0,0,0,30,0,0,0,708,2,50,3,1,1,,0,"",2010-06-07,"10661","",,""
"226147534010661",2001,39,167,10111,1011,1,1,2001,541,0,0,0,0,0,0,0,20,0,0,0,786,1,0,2,1,2,,0,"",2010-06-07,"10661","",,""
"226147535010661",2001,39,167,10111,1011,1,1,2001,621,0,0,0,0,0,0,0,30,0,0,0,786,1,0,2,1,2,,0,"",2010-06-07,"10661","",,""
"226147536010661",2001,39,167,10111,1011,1,1,2001,762,0,0,0,0,0,0,0,14,0,0,0,786,1,0,2,1,2,,0,"",2010-06-07,"10661","",,""
"226147882010661",2001,39,169,12741,1274,1,1,2001,541,0,0,0,0,0,0,0,20,0,0,0,993,2,60,1,1,1,,0,"",2010-06-07,"10661","",,""
"226147883010661",2001,39,169,12741,1274,1,1,2001,762,0,0,0,0,0,0,0,30,0,0,0,993,2,60,1,1,1,,0,"",2010-06-07,"10661","",,""
"226147884010661",2001,39,169,12741,1274,1,1,2001,931,0,0,0,0,0,0,0,30,0,0,0,993,2,60,1,1,1,,0,"",2010-06-07,"10661","",,""
"226148181010661",2001,39,173,9181,918,1,1,2001,365,0,0,0,0,0,0,0,30,0,0,0,629,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226148182010661",2001,39,173,9181,918,1,1,2001,366,0,0,0,0,0,0,0,16,0,0,0,629,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226148183010661",2001,39,173,9181,918,1,1,2001,541,0,0,0,0,0,0,0,26,0,0,0,629,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226148184010661",2001,39,173,9181,918,1,1,2001,762,0,0,0,0,0,0,0,30,0,0,0,629,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226148185010661",2001,39,173,9181,918,1,1,2001,931,0,0,0,0,0,0,0,30,0,0,0,629,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226155171010661",2004,39,1,3921,392,1,1,2004,365,0,0,0,0,0,0,0,21,0,0,0,95,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226155172010661",2004,39,1,3921,392,1,1,2004,366,0,0,0,0,0,0,0,30,0,0,0,95,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226155173010661",2004,39,1,3921,392,1,1,2004,541,0.38,0.38,0.38,0.16,0.16,0.16,2,30,0.06666667,0.0608,0.00405333,95,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226155174010661",2004,39,1,3921,392,1,1,2004,931,0,0,0,0,0,0,0,30,0,0,0,95,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226155980010661",2004,39,7,7431,743,1,1,2004,366,0,0,0,0,0,0,0,30,0,0,0,1042,1,0,4,1,2,,0,"",2010-06-07,"10661","",,""
"226155981010661",2004,39,7,7431,743,1,1,2004,621,0,0,0,0,0,0,0,30,0,0,0,1042,1,0,4,1,2,,0,"",2010-06-07,"10661","",,""
"226155982010661",2004,39,7,7431,743,1,1,2004,915,0,0,0,0,0,0,0,30,0,0,0,1042,1,0,4,1,2,,0,"",2010-06-07,"10661","",,""
"226155440010661",2004,39,13,15641,1564,1,1,2004,541,0,0,0,0,0,0,0,30,0,0,0,1237,1,230,3,1,1,,0,"",2010-06-07,"10661","",,""
"226155441010661",2004,39,13,15641,1564,1,1,2004,621,0,0,0,0,0,0,0,30,0,0,0,1237,1,230,3,1,1,,0,"",2010-06-07,"10661","",,""
"226155442010661",2004,39,13,15641,1564,1,1,2004,915,0,0,0,0,0,0,0,30,0,0,0,1237,1,230,3,1,1,,0,"",2010-06-07,"10661","",,""
"226155443010661",2004,39,13,15641,1564,1,1,2004,931,0,0,0,0,0,0,0,30,0,0,0,1237,1,230,3,1,1,,0,"",2010-06-07,"10661","",,""
"226155489010661",2004,39,15,6481,648,1,1,2004,365,0,0,0,0,0,0,0,25,0,0,0,924,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226155490010661",2004,39,15,6481,648,1,1,2004,366,0.63,0.035,0.3325,0.38,0.035,0.2075,2,30,0.06666667,0.1203125,0.00802083,924,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226155491010661",2004,39,15,6481,648,1,1,2004,541,0,0,0,0,0,0,0,30,0,0,0,924,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226155492010661",2004,39,15,6481,648,1,1,2004,915,0,0,0,0,0,0,0,30,0,0,0,924,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226155772010661",2004,39,37,4851,485,1,1,2004,365,0.16,0.16,0.16,0.16,0.16,0.16,1,30,0.03333333,0.0256,0.00085333,1013,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226155773010661",2004,39,37,4851,485,1,1,2004,366,0.38,0.38,0.38,0.16,0.16,0.16,1,30,0.03333333,0.0608,0.00202667,1013,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226155774010661",2004,39,37,4851,485,1,1,2004,541,0,0,0,0,0,0,0,30,0,0,0,1013,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226155763010661",2004,39,41,8681,868,1,1,2004,365,0,0,0,0,0,0,0,30,0,0,0,936,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226155764010661",2004,39,41,8681,868,1,1,2004,366,0,0,0,0,0,0,0,30,0,0,0,936,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226155765010661",2004,39,41,8681,868,1,1,2004,541,0,0,0,0,0,0,0,30,0,0,0,936,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226155766010661",2004,39,41,8681,868,1,1,2004,915,0,0,0,0,0,0,0,30,0,0,0,936,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226155776010661",2004,39,41,8921,892,1,1,2004,366,0,0,0,0,0,0,0,30,0,0,0,950,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226156002010661",2004,39,43,9581,958,1,1,2004,365,0,0,0,0,0,0,0,24,0,0,0,610,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226156003010661",2004,39,43,9581,958,1,1,2004,366,0,0,0,0,0,0,0,21,0,0,0,610,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226156004010661",2004,39,43,9581,958,1,1,2004,541,0,0,0,0,0,0,0,24,0,0,0,610,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226156005010661",2004,39,43,9581,958,1,1,2004,915,0,0,0,0,0,0,0,30,0,0,0,610,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226155485010661",2004,39,47,12131,1213,1,1,2004,365,0.16,0.16,0.16,0.16,0.16,0.16,1,30,0.03333333,0.0256,0.00085333,834,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226155486010661",2004,39,47,12131,1213,1,1,2004,366,0,0,0,0,0,0,0,30,0,0,0,834,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226155487010661",2004,39,47,12131,1213,1,1,2004,541,0,0,0,0,0,0,0,30,0,0,0,834,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226155499010661",2004,39,57,14351,1435,1,1,2004,365,0,0,0,0,0,0,0,30,0,0,0,865,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226155500010661",2004,39,57,14351,1435,1,1,2004,366,0,0,0,0,0,0,0,20,0,0,0,865,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226155501010661",2004,39,57,14351,1435,1,1,2004,762,0,0,0,0,0,0,0,30,0,0,0,865,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226155502010661",2004,39,57,14351,1435,1,1,2004,915,0,0,0,0,0,0,0,30,0,0,0,865,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226149927010661",2002,39,15,6481,648,1,1,2002,366,0.38,0.035,0.2135,0.63,0.035,0.3765,10,30,0.33333333,0.09432,0.03144,900,1,188,3,1,3,,0,"",2010-06-07,"10661","",,""
"226149928010661",2002,39,15,6481,648,1,1,2002,762,0,0,0,0,0,0,0,10,0,0,0,900,1,188,3,1,3,,0,"",2010-06-07,"10661","",,""
"226149929010661",2002,39,15,6481,648,1,1,2002,915,0,0,0,0,0,0,0,16,0,0,0,900,1,188,3,1,3,,0,"",2010-06-07,"10661","",,""
