"CN","PLT_CN","INVYR","STATECD","UNITCD","COUNTYCD","PLOT","SUBP","CONDID","VEG_FLDSPCD","UNIQUE_SP_NBR","VEG_SPCD","COVER_PCT","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE","CYCLE","SUBCYCLE"
"271093982489998","16233054020004",2013,39,4,153,3576,2,1,"ROMU",1,"ROMU",35,"",2014-07-22,"489998","",,"",7,2
"271093983489998","16233054020004",2013,39,4,153,3576,3,2,"ROMU",1,"ROMU",15,"",2014-07-22,"489998","",,"",7,2
"271093984489998","16233054020004",2013,39,4,153,3576,4,1,"ROMU",1,"ROMU",2,"",2014-07-22,"489998","",,"",7,2
"271094379489998","16232426020004",2013,39,5,113,4685,1,1,"ALPE4",1,"ALPE4",10,"",2014-07-22,"489998","",,"",7,2
"271094380489998","16232426020004",2013,39,5,113,4685,2,1,"ALPE4",1,"ALPE4",10,"",2014-07-22,"489998","",,"",7,2
"271094381489998","16232426020004",2013,39,5,113,4685,3,1,"ALPE4",1,"ALPE4",4,"",2014-07-22,"489998","",,"",7,2
"271094382489998","16232426020004",2013,39,5,113,4685,3,1,"LOMA6",1,"LOMA6",25,"",2014-07-22,"489998","",,"",7,2
"271094383489998","16232426020004",2013,39,5,113,4685,4,1,"LOMA6",1,"LOMA6",3,"",2014-07-22,"489998","",,"",7,2
"271094384489998","16232426020004",2013,39,5,113,4685,1,1,"ROMU",1,"ROMU",3,"",2014-07-22,"489998","",,"",7,2
"271094385489998","16232426020004",2013,39,5,113,4685,3,1,"ROMU",1,"ROMU",1,"",2014-07-22,"489998","",,"",7,2
"271094544489998","16232471020004",2013,39,1,1,5799,1,1,"LOJA",1,"LOJA",15,"",2014-07-22,"489998","",,"",7,2
"271094545489998","16232471020004",2013,39,1,1,5799,2,1,"LOJA",1,"LOJA",1,"",2014-07-22,"489998","",,"",7,2
"271094546489998","16232471020004",2013,39,1,1,5799,3,1,"LOJA",1,"LOJA",1,"",2014-07-22,"489998","",,"",7,2
"271094547489998","16232471020004",2013,39,1,1,5799,4,1,"LOJA",1,"LOJA",1,"",2014-07-22,"489998","",,"",7,2
"248648871010661","168996583010661",2010,39,3,13,4479,2,2,"ROMU",1,"ROMU",20,"",2011-05-12,"10661","",,"",6,4
"248648872010661","168996583010661",2010,39,3,13,4479,4,2,"ROMU",1,"ROMU",20,"",2011-05-12,"10661","",,"",6,4
"211886741020004","247063873010661",2012,39,4,7,120,3,1,"FRAL4",1,"FRAL4",2,"",2013-07-15,"20004","",,"",7,1
"211889360020004","247063915010661",2012,39,3,19,71,2,1,"ALPE4",1,"ALPE4",20,"",2013-07-15,"20004","",,"",7,1
"211889361020004","247063915010661",2012,39,3,19,71,3,1,"ALPE4",1,"ALPE4",1,"",2013-07-15,"20004","",,"",7,1
"211889362020004","247063915010661",2012,39,3,19,71,1,1,"ROMU",1,"ROMU",16,"",2013-07-15,"20004","",,"",7,1
"211889363020004","247063915010661",2012,39,3,19,71,2,1,"ROMU",1,"ROMU",5,"",2013-07-15,"20004","",,"",7,1
"211889364020004","247063915010661",2012,39,3,19,71,3,1,"ROMU",1,"ROMU",10,"",2013-07-15,"20004","",,"",7,1
"211889460020004","247063921010661",2012,39,3,19,378,1,1,"ALPE4",1,"ALPE4",9,"",2013-07-15,"20004","",,"",7,1
"211889461020004","247063921010661",2012,39,3,19,378,2,1,"ALPE4",1,"ALPE4",5,"",2013-07-15,"20004","",,"",7,1
"211889462020004","247063921010661",2012,39,3,19,378,3,1,"ALPE4",1,"ALPE4",3,"",2013-07-15,"20004","",,"",7,1
"211889463020004","247063921010661",2012,39,3,19,378,3,1,"BETH",1,"BETH",1,"",2013-07-15,"20004","",,"",7,1
"211889464020004","247063921010661",2012,39,3,19,378,1,1,"CEOR7",1,"CEOR7",1,"",2013-07-15,"20004","",,"",7,1
"211889465020004","247063921010661",2012,39,3,19,378,2,1,"ELUM",1,"ELUM",1,"",2013-07-15,"20004","",,"",7,1
"211889466020004","247063921010661",2012,39,3,19,378,1,1,"LOMO2",1,"LOMO2",12,"",2013-07-15,"20004","",,"",7,1
"211889467020004","247063921010661",2012,39,3,19,378,2,1,"LOMO2",1,"LOMO2",15,"",2013-07-15,"20004","",,"",7,1
"211889468020004","247063921010661",2012,39,3,19,378,3,1,"LOMO2",1,"LOMO2",16,"",2013-07-15,"20004","",,"",7,1
"211889469020004","247063921010661",2012,39,3,19,378,4,1,"LOMO2",1,"LOMO2",15,"",2013-07-15,"20004","",,"",7,1
"211889470020004","247063921010661",2012,39,3,19,378,1,1,"LOTA",1,"LOTA",5,"",2013-07-15,"20004","",,"",7,1
"211889471020004","247063921010661",2012,39,3,19,378,1,1,"RHCA3",1,"RHCA3",5,"",2013-07-15,"20004","",,"",7,1
"211889472020004","247063921010661",2012,39,3,19,378,2,1,"RHCA3",1,"RHCA3",1,"",2013-07-15,"20004","",,"",7,1
"211889473020004","247063921010661",2012,39,3,19,378,3,1,"RHCA3",1,"RHCA3",6,"",2013-07-15,"20004","",,"",7,1
"211889474020004","247063921010661",2012,39,3,19,378,1,1,"ROMU",1,"ROMU",6,"",2013-07-15,"20004","",,"",7,1
"211889475020004","247063921010661",2012,39,3,19,378,2,1,"ROMU",1,"ROMU",10,"",2013-07-15,"20004","",,"",7,1
"211889476020004","247063921010661",2012,39,3,19,378,3,1,"ROMU",1,"ROMU",15,"",2013-07-15,"20004","",,"",7,1
"211889477020004","247063921010661",2012,39,3,19,378,4,1,"ROMU",1,"ROMU",1,"",2013-07-15,"20004","",,"",7,1
"211889622020004","247063968010661",2012,39,3,67,363,1,1,"ALPE4",1,"ALPE4",1,"",2013-07-15,"20004","",,"",7,1
"211889623020004","247063968010661",2012,39,3,67,363,3,1,"ALPE4",1,"ALPE4",5,"",2013-07-15,"20004","",,"",7,1
"211889624020004","247063968010661",2012,39,3,67,363,4,1,"ALPE4",1,"ALPE4",1,"",2013-07-15,"20004","",,"",7,1
"211889625020004","247063968010661",2012,39,3,67,363,1,1,"BETH",1,"BETH",2,"",2013-07-15,"20004","",,"",7,1
"211889626020004","247063968010661",2012,39,3,67,363,3,1,"BETH",1,"BETH",1,"",2013-07-15,"20004","",,"",7,1
"211889627020004","247063968010661",2012,39,3,67,363,1,1,"ROMU",1,"ROMU",20,"",2013-07-15,"20004","",,"",7,1
"211889628020004","247063968010661",2012,39,3,67,363,2,1,"ROMU",1,"ROMU",31,"",2013-07-15,"20004","",,"",7,1
"211889629020004","247063968010661",2012,39,3,67,363,3,1,"ROMU",1,"ROMU",10,"",2013-07-15,"20004","",,"",7,1
"211889630020004","247063968010661",2012,39,3,67,363,4,1,"ROMU",1,"ROMU",10,"",2013-07-15,"20004","",,"",7,1
"211889756020004","247063973010661",2012,39,3,13,410,1,1,"CIAR4",1,"CIAR4",1,"",2013-07-15,"20004","",,"",7,1
"211889757020004","247063973010661",2012,39,3,13,410,2,1,"CIAR4",1,"CIAR4",1,"",2013-07-15,"20004","",,"",7,1
"211889758020004","247063973010661",2012,39,3,13,410,2,1,"LOMO2",1,"LOMO2",1,"",2013-07-15,"20004","",,"",7,1
"211889759020004","247063973010661",2012,39,3,13,410,4,1,"LOMO2",1,"LOMO2",5,"",2013-07-15,"20004","",,"",7,1
"211889760020004","247063973010661",2012,39,3,13,410,3,1,"ROMU",1,"ROMU",10,"",2013-07-15,"20004","",,"",7,1
"211889761020004","247063973010661",2012,39,3,13,410,4,1,"ROMU",1,"ROMU",7,"",2013-07-15,"20004","",,"",7,1
"211889762020004","247063973010661",2012,39,3,13,410,4,1,"ROPS",1,"ROPS",3,"",2013-07-15,"20004","",,"",7,1
"271096884489998","16232467020004",2013,39,1,1,3708,4,1,"BETH",1,"BETH",1,"",2014-07-22,"489998","",,"",7,2
"271096885489998","16232467020004",2013,39,1,1,3708,1,1,"LOJA",1,"LOJA",1,"",2014-07-22,"489998","",,"",7,2
"271096886489998","16232467020004",2013,39,1,1,3708,3,2,"LOJA",1,"LOJA",1,"",2014-07-22,"489998","",,"",7,2
"271096887489998","16232467020004",2013,39,1,1,3708,4,1,"LOJA",1,"LOJA",2,"",2014-07-22,"489998","",,"",7,2
"271096888489998","16232467020004",2013,39,1,1,3708,1,1,"ROMU",1,"ROMU",1,"",2014-07-22,"489998","",,"",7,2
"271096889489998","16232467020004",2013,39,1,1,3708,3,2,"ROMU",1,"ROMU",1,"",2014-07-22,"489998","",,"",7,2
"271096890489998","16232467020004",2013,39,1,1,3708,4,1,"ROMU",1,"ROMU",8,"",2014-07-22,"489998","",,"",7,2
"211884991020004","247063962010661",2012,39,4,29,606,1,1,"ROMU",1,"ROMU",8,"",2013-07-15,"20004","",,"",7,1
"225917785010661","144954917010661",2009,39,2,167,908,2,1,"ROPS",1,"ROPS",1,"",2010-06-07,"10661","",2012-02-28,"20004",6,3
"225917777010661","144954917010661",2009,39,2,167,908,3,1,"LOJA",1,"LOJA",60,"",2010-06-07,"10661","",2012-02-28,"20004",6,3
"225917782010661","144954917010661",2009,39,2,167,908,3,1,"ROMU",1,"ROMU",25,"",2010-06-07,"10661","",2012-02-28,"20004",6,3
"225917786010661","144954917010661",2009,39,2,167,908,3,1,"ROPS",1,"ROPS",10,"",2010-06-07,"10661","",2012-02-28,"20004",6,3
"225917778010661","144954917010661",2009,39,2,167,908,4,1,"LOJA",1,"LOJA",30,"",2010-06-07,"10661","",2012-02-28,"20004",6,3
"225917783010661","144954917010661",2009,39,2,167,908,4,1,"ROMU",1,"ROMU",60,"",2010-06-07,"10661","",2012-02-28,"20004",6,3
"225917787010661","144954917010661",2009,39,2,167,908,4,1,"ROPS",1,"ROPS",1,"",2010-06-07,"10661","",2012-02-28,"20004",6,3
"225923847010661","144953607010661",2009,39,4,153,2165,1,1,"ALPE4",1,"ALPE4",1,"",2010-06-07,"10661","",2012-02-28,"20004",6,3
"225923849010661","144953607010661",2009,39,4,153,2165,1,1,"ROMU",1,"ROMU",1,"",2010-06-07,"10661","",2012-02-28,"20004",6,3
"225923850010661","144953607010661",2009,39,4,153,2165,2,1,"ROMU",1,"ROMU",1,"",2010-06-07,"10661","",2012-02-28,"20004",6,3
"234803363010661","144953607010661",2009,39,4,153,2165,2,2,"ROMU",1,"ROMU",1,"",2010-06-07,"10661","",2012-02-28,"20004",6,3
"225923848010661","144953607010661",2009,39,4,153,2165,3,1,"LOMA6",1,"LOMA6",1,"",2010-06-07,"10661","",2012-02-28,"20004",6,3
"225923851010661","144953607010661",2009,39,4,153,2165,4,1,"ROMU",1,"ROMU",3,"",2010-06-07,"10661","",2012-02-28,"20004",6,3
"225918280010661","144954343010661",2009,39,5,165,3548,1,1,"ALPE4",1,"ALPE4",5,"",2010-06-07,"10661","",2012-02-28,"20004",6,3
"225918283010661","144954343010661",2009,39,5,165,3548,1,1,"LOMA6",1,"LOMA6",65,"",2010-06-07,"10661","",2012-02-28,"20004",6,3
"225918285010661","144954343010661",2009,39,5,165,3548,1,1,"ROMU",1,"ROMU",1,"",2010-06-07,"10661","",2012-02-28,"20004",6,3
"225918287010661","144954343010661",2009,39,5,165,3548,1,1,"ROPS",1,"ROPS",4,"",2010-06-07,"10661","",2012-02-28,"20004",6,3
"225918281010661","144954343010661",2009,39,5,165,3548,4,1,"ALPE4",1,"ALPE4",10,"",2010-06-07,"10661","",2012-02-28,"20004",6,3
"225918282010661","144954343010661",2009,39,5,165,3548,4,1,"ELUM",1,"ELUM",40,"",2010-06-07,"10661","",2012-02-28,"20004",6,3
"225918284010661","144954343010661",2009,39,5,165,3548,4,1,"LOMA6",1,"LOMA6",2,"",2010-06-07,"10661","",2012-02-28,"20004",6,3
"225918286010661","144954343010661",2009,39,5,165,3548,4,1,"ROMU",1,"ROMU",2,"",2010-06-07,"10661","",2012-02-28,"20004",6,3
"225918288010661","144954343010661",2009,39,5,165,3548,4,1,"ROPS",1,"ROPS",35,"",2010-06-07,"10661","",2012-02-28,"20004",6,3
"225923752010661","144953563010661",2009,39,1,53,4498,4,2,"LOJA",1,"LOJA",75,"",2010-06-07,"10661","",2012-02-28,"20004",6,3
"225923753010661","144953563010661",2009,39,1,53,4498,4,2,"MIVI",1,"MIVI",10,"",2010-06-07,"10661","",2012-02-28,"20004",6,3
"225923754010661","144953563010661",2009,39,1,53,4498,4,2,"ROMU",1,"ROMU",65,"",2010-06-07,"10661","",2012-02-28,"20004",6,3
"225923755010661","144953563010661",2009,39,1,53,4498,4,2,"ROPS",1,"ROPS",40,"",2010-06-07,"10661","",2012-02-28,"20004",6,3
"152864538020004","144953903010661",2009,39,1,141,3077,2,1,"LOJA",1,"LOJA",1,"",2012-12-07,"20004","",,"",6,3
"152864539020004","144953903010661",2009,39,1,141,3077,4,1,"MIVI",1,"MIVI",1,"",2012-12-07,"20004","",,"",6,3
"152864540020004","144953903010661",2009,39,1,141,3077,2,1,"MIVI",1,"MIVI",1,"",2012-12-07,"20004","",,"",6,3
"152864541020004","144953903010661",2009,39,1,141,3077,4,1,"ROMU",1,"ROMU",2,"",2012-12-07,"20004","",,"",6,3
"152864542020004","144953903010661",2009,39,1,141,3077,2,1,"ROMU",1,"ROMU",4,"",2012-12-07,"20004","",,"",6,3
"152864543020004","144953903010661",2009,39,1,141,3077,1,1,"ROMU",1,"ROMU",2,"",2012-12-07,"20004","",,"",6,3
"152864544020004","144953903010661",2009,39,1,141,3077,4,1,"ROPS",1,"ROPS",9,"",2012-12-07,"20004","",,"",6,3
"152864545020004","144953903010661",2009,39,1,141,3077,1,1,"ROPS",1,"ROPS",13,"",2012-12-07,"20004","",,"",6,3
"225923657010661","144953521010661",2009,39,3,31,2592,1,1,"ROPS",1,"ROPS",33,"",2010-06-07,"10661","",2012-02-28,"20004",6,3
"234803364010661","144953521010661",2009,39,3,31,2592,1,2,"ROPS",1,"ROPS",27,"",2010-06-07,"10661","",2012-02-28,"20004",6,3
"225923658010661","144953521010661",2009,39,3,31,2592,3,2,"ROPS",1,"ROPS",20,"",2010-06-07,"10661","",2012-02-28,"20004",6,3
"225923735010661","144953557010661",2009,39,2,9,3672,2,2,"LOJA",1,"LOJA",65,"",2010-06-07,"10661","",2012-02-28,"20004",6,3
"225923736010661","144953557010661",2009,39,2,9,3672,2,2,"LONIC",1,"LONIC",30,"",2010-06-07,"10661","",2012-02-28,"20004",6,3
"225923737010661","144953557010661",2009,39,2,9,3672,2,2,"ROMU",1,"ROMU",40,"",2010-06-07,"10661","",2012-02-28,"20004",6,3
"152864915020004","144953675010661",2009,39,2,9,2380,4,1,"CEOR",1,"CEOR7",1,"",2012-12-07,"20004","",,"",6,3
"152864916020004","144953675010661",2009,39,2,9,2380,2,2,"LIVU",1,"LIVU",12,"",2012-12-07,"20004","",,"",6,3
"152864917020004","144953675010661",2009,39,2,9,2380,4,1,"LOJA",1,"LOJA",5,"",2012-12-07,"20004","",,"",6,3
"152864918020004","144953675010661",2009,39,2,9,2380,3,1,"LOJA",1,"LOJA",2,"",2012-12-07,"20004","",,"",6,3
"152864919020004","144953675010661",2009,39,2,9,2380,2,2,"LOJA",1,"LOJA",57,"",2012-12-07,"20004","",,"",6,3
"152864920020004","144953675010661",2009,39,2,9,2380,1,1,"LOJA",1,"LOJA",5,"",2012-12-07,"20004","",,"",6,3
"152864921020004","144953675010661",2009,39,2,9,2380,4,1,"LOMA6",1,"LOMA6",11,"",2012-12-07,"20004","",,"",6,3
"152864922020004","144953675010661",2009,39,2,9,2380,3,1,"LOMA6",1,"LOMA6",15,"",2012-12-07,"20004","",,"",6,3
"152864923020004","144953675010661",2009,39,2,9,2380,2,2,"LOMA6",1,"LOMA6",45,"",2012-12-07,"20004","",,"",6,3
"152864924020004","144953675010661",2009,39,2,9,2380,1,1,"LOMA6",1,"LOMA6",25,"",2012-12-07,"20004","",,"",6,3
"152864925020004","144953675010661",2009,39,2,9,2380,3,1,"LYNU",1,"LYNU",1,"",2012-12-07,"20004","",,"",6,3
"152864926020004","144953675010661",2009,39,2,9,2380,1,1,"LYNU",1,"LYNU",5,"",2012-12-07,"20004","",,"",6,3
"152864571020004","144953675010661",2009,39,2,9,2380,4,1,"ROMU",1,"ROMU",14,"",2012-12-07,"20004","",,"",6,3
"152864572020004","144953675010661",2009,39,2,9,2380,3,1,"ROMU",1,"ROMU",14,"",2012-12-07,"20004","",,"",6,3
"152864573020004","144953675010661",2009,39,2,9,2380,2,2,"ROMU",1,"ROMU",10,"",2012-12-07,"20004","",,"",6,3
"152864574020004","144953675010661",2009,39,2,9,2380,1,1,"ROMU",1,"ROMU",12,"",2012-12-07,"20004","",,"",6,3
"152864575020004","144953675010661",2009,39,2,9,2380,2,2,"ROPS",1,"ROPS",20,"",2012-12-07,"20004","",,"",6,3
"152864576020004","144953675010661",2009,39,2,9,2380,4,1,"BETH",1,"BETH",4,"",2012-12-07,"20004","",,"",6,3
"152864577020004","144953675010661",2009,39,2,9,2380,3,1,"BETH",1,"BETH",1,"",2012-12-07,"20004","",,"",6,3
"225919028010661","144953779010661",2009,39,5,45,3219,1,1,"MIVI",1,"MIVI",1,"",2010-06-07,"10661","",2012-02-28,"20004",6,3
"225919030010661","144953779010661",2009,39,5,45,3219,1,1,"ROMU",1,"ROMU",1,"",2010-06-07,"10661","",2012-02-28,"20004",6,3
"225919025010661","144953779010661",2009,39,5,45,3219,2,1,"LOJA",1,"LOJA",1,"",2010-06-07,"10661","",2012-02-28,"20004",6,3
"225919029010661","144953779010661",2009,39,5,45,3219,2,1,"MIVI",1,"MIVI",1,"",2010-06-07,"10661","",2012-02-28,"20004",6,3
"225919031010661","144953779010661",2009,39,5,45,3219,2,1,"ROMU",1,"ROMU",1,"",2010-06-07,"10661","",2012-02-28,"20004",6,3
"225919024010661","144953779010661",2009,39,5,45,3219,3,1,"LIVU",1,"LIVU",1,"",2010-06-07,"10661","",2012-02-28,"20004",6,3
"225919026010661","144953779010661",2009,39,5,45,3219,3,1,"LOJA",1,"LOJA",1,"",2010-06-07,"10661","",2012-02-28,"20004",6,3
"225919027010661","144953779010661",2009,39,5,45,3219,3,1,"LOMA6",1,"LOMA6",1,"",2010-06-07,"10661","",2012-02-28,"20004",6,3
"225919032010661","144953779010661",2009,39,5,45,3219,3,1,"ROMU",1,"ROMU",2,"",2010-06-07,"10661","",2012-02-28,"20004",6,3
"225919033010661","144953779010661",2009,39,5,45,3219,4,1,"ROMU",1,"ROMU",1,"",2010-06-07,"10661","",2012-02-28,"20004",6,3
"225919241010661","144953869010661",2009,39,5,89,1491,1,1,"BETH",1,"BETH",5,"",2010-06-07,"10661","",2012-02-28,"20004",6,3
"225919243010661","144953869010661",2009,39,5,89,1491,1,1,"CEOR7",1,"CEOR7",5,"",2010-06-07,"10661","",2012-02-28,"20004",6,3
"225919245010661","144953869010661",2009,39,5,89,1491,1,1,"ELUM",1,"ELUM",2,"",2010-06-07,"10661","",2012-02-28,"20004",6,3
"382560460489998","171867791020004",2015,39,3,157,3047,1,1,"ROMU",1,"ROMU",10,"",2016-03-25,"489998","",,"",7,4
"382560461489998","171867791020004",2015,39,3,157,3047,2,2,"ROMU",1,"ROMU",2,"",2016-03-25,"489998","",,"",7,4
"382560462489998","171867791020004",2015,39,3,157,3047,4,1,"ROMU",1,"ROMU",5,"",2016-03-25,"489998","",,"",7,4
"382556646489998","171867921020004",2015,39,1,87,2263,1,1,"LOJA",1,"LOJA",2,"",2016-03-25,"489998","",,"",7,4
"382556861489998","251630448489998",2015,39,1,25,5374,2,1,"ALPE4",1,"ALPE4",1,"",2016-03-25,"489998","",,"",7,4
"382556862489998","251630448489998",2015,39,1,25,5374,3,1,"ALPE4",1,"ALPE4",2,"",2016-03-25,"489998","",,"",7,4
"382556863489998","251630448489998",2015,39,1,25,5374,4,1,"ALPE4",1,"ALPE4",1,"",2016-03-25,"489998","",,"",7,4
"382556864489998","251630448489998",2015,39,1,25,5374,4,1,"BETH",1,"BETH",1,"",2016-03-25,"489998","",,"",7,4
"382556865489998","251630448489998",2015,39,1,25,5374,2,1,"LOJA",1,"LOJA",1,"",2016-03-25,"489998","",,"",7,4
"382556866489998","251630448489998",2015,39,1,25,5374,3,1,"LOJA",1,"LOJA",2,"",2016-03-25,"489998","",,"",7,4
"382556867489998","251630448489998",2015,39,1,25,5374,4,1,"LOJA",1,"LOJA",16,"",2016-03-25,"489998","",,"",7,4
"382556868489998","251630448489998",2015,39,1,25,5374,1,1,"LOMA6",1,"LOMA6",19,"",2016-03-25,"489998","",,"",7,4
"382556869489998","251630448489998",2015,39,1,25,5374,2,1,"LOMA6",1,"LOMA6",40,"",2016-03-25,"489998","",,"",7,4
"382556870489998","251630448489998",2015,39,1,25,5374,3,1,"LOMA6",1,"LOMA6",2,"",2016-03-25,"489998","",,"",7,4
"382556871489998","251630448489998",2015,39,1,25,5374,4,1,"LOMA6",1,"LOMA6",6,"",2016-03-25,"489998","",,"",7,4
"382556872489998","251630448489998",2015,39,1,25,5374,1,1,"ROMU",1,"ROMU",6,"",2016-03-25,"489998","",,"",7,4
"382556873489998","251630448489998",2015,39,1,25,5374,2,1,"ROMU",1,"ROMU",3,"",2016-03-25,"489998","",,"",7,4
"382556874489998","251630448489998",2015,39,1,25,5374,3,1,"ROMU",1,"ROMU",18,"",2016-03-25,"489998","",,"",7,4
"382556875489998","251630448489998",2015,39,1,25,5374,4,1,"ROMU",1,"ROMU",6,"",2016-03-25,"489998","",,"",7,4
"382556876489998","251630448489998",2015,39,1,25,5374,4,1,"ROPS",1,"ROPS",5,"",2016-03-25,"489998","",,"",7,4
"382557224489998","171867616020004",2015,39,5,135,1422,1,1,"LOMA6",1,"LOMA6",50,"",2016-03-25,"489998","",,"",7,4
"382557225489998","171867616020004",2015,39,5,135,1422,2,1,"LOMA6",1,"LOMA6",18,"",2016-03-25,"489998","",,"",7,4
"382557226489998","171867616020004",2015,39,5,135,1422,3,1,"LOMA6",1,"LOMA6",75,"",2016-03-25,"489998","",,"",7,4
"382557227489998","171867616020004",2015,39,5,135,1422,4,1,"LOMA6",1,"LOMA6",40,"",2016-03-25,"489998","",,"",7,4
"382557228489998","171867616020004",2015,39,5,135,1422,1,1,"ROMU",1,"ROMU",25,"",2016-03-25,"489998","",,"",7,4
"382557229489998","171867616020004",2015,39,5,135,1422,2,1,"ROMU",1,"ROMU",3,"",2016-03-25,"489998","",,"",7,4
"382557230489998","171867616020004",2015,39,5,135,1422,3,1,"ROMU",1,"ROMU",4,"",2016-03-25,"489998","",,"",7,4
"382557231489998","171867616020004",2015,39,5,135,1422,4,1,"ROMU",1,"ROMU",1,"",2016-03-25,"489998","",,"",7,4
"382557232489998","171867616020004",2015,39,5,135,1422,1,1,"ROPS",1,"ROPS",80,"",2016-03-25,"489998","",,"",7,4
"382557233489998","171867616020004",2015,39,5,135,1422,2,1,"ROPS",1,"ROPS",22,"",2016-03-25,"489998","",,"",7,4
"382557234489998","171867616020004",2015,39,5,135,1422,3,1,"ROPS",1,"ROPS",75,"",2016-03-25,"489998","",,"",7,4
"382557235489998","171867616020004",2015,39,5,135,1422,4,1,"ROPS",1,"ROPS",5,"",2016-03-25,"489998","",,"",7,4
"382560718489998","251630621489998",2015,39,3,111,2939,4,2,"BETH",1,"BETH",2,"",2016-03-25,"489998","",,"",7,4
"382560719489998","251630621489998",2015,39,3,111,2939,4,2,"LOJA",1,"LOJA",5,"",2016-03-25,"489998","",,"",7,4
"382560720489998","251630621489998",2015,39,3,111,2939,4,2,"MIVI",1,"MIVI",5,"",2016-03-25,"489998","",,"",7,4
"382560721489998","251630621489998",2015,39,3,111,2939,4,2,"ROMU",1,"ROMU",25,"",2016-03-25,"489998","",,"",7,4
"382560804489998","251630694489998",2015,39,1,25,2368,2,1,"LOMA6",1,"LOMA6",1,"",2016-03-25,"489998","",,"",7,4
"382560805489998","251630694489998",2015,39,1,25,2368,4,1,"LOMA6",1,"LOMA6",4,"",2016-03-25,"489998","",,"",7,4
"382560806489998","251630694489998",2015,39,1,25,2368,2,1,"ROMU",1,"ROMU",1,"",2016-03-25,"489998","",,"",7,4
"382560807489998","251630694489998",2015,39,1,25,2368,3,1,"ROMU",1,"ROMU",1,"",2016-03-25,"489998","",,"",7,4
"382560808489998","251630694489998",2015,39,1,25,2368,4,1,"ROMU",1,"ROMU",3,"",2016-03-25,"489998","",,"",7,4
"382557597489998","251630625489998",2015,39,1,53,1418,1,1,"LOJA",1,"LOJA",8,"",2016-03-25,"489998","",,"",7,4
"382557598489998","251630625489998",2015,39,1,53,1418,2,1,"LOJA",1,"LOJA",5,"",2016-03-25,"489998","",,"",7,4
"382557599489998","251630625489998",2015,39,1,53,1418,3,1,"LOJA",1,"LOJA",25,"",2016-03-25,"489998","",,"",7,4
"382557600489998","251630625489998",2015,39,1,53,1418,4,1,"LOJA",1,"LOJA",25,"",2016-03-25,"489998","",,"",7,4
"382557601489998","251630625489998",2015,39,1,53,1418,1,1,"ROMU",1,"ROMU",3,"",2016-03-25,"489998","",,"",7,4
"382557602489998","251630625489998",2015,39,1,53,1418,2,1,"ROMU",1,"ROMU",1,"",2016-03-25,"489998","",,"",7,4
"382557603489998","251630625489998",2015,39,1,53,1418,3,1,"ROMU",1,"ROMU",1,"",2016-03-25,"489998","",,"",7,4
"382557604489998","251630625489998",2015,39,1,53,1418,4,1,"ROMU",1,"ROMU",1,"",2016-03-25,"489998","",,"",7,4
"382561052489998","171867643020004",2015,39,5,57,2961,2,1,"ALPE4",1,"ALPE4",1,"",2016-03-25,"489998","",,"",7,4
"382561053489998","171867643020004",2015,39,5,57,2961,2,1,"BETH",1,"BETH",1,"",2016-03-25,"489998","",,"",7,4
"382561054489998","171867643020004",2015,39,5,57,2961,2,1,"CEOR7",1,"CEOR7",28,"",2016-03-25,"489998","",,"",7,4
"382561055489998","171867643020004",2015,39,5,57,2961,3,1,"CEOR7",1,"CEOR7",2,"",2016-03-25,"489998","",,"",7,4
"382561056489998","171867643020004",2015,39,5,57,2961,4,1,"CEOR7",1,"CEOR7",1,"",2016-03-25,"489998","",,"",7,4
"382561057489998","171867643020004",2015,39,5,57,2961,1,1,"ELUM",1,"ELUM",22,"",2016-03-25,"489998","",,"",7,4
"382561058489998","171867643020004",2015,39,5,57,2961,2,1,"ELUM",1,"ELUM",45,"",2016-03-25,"489998","",,"",7,4
"382561059489998","171867643020004",2015,39,5,57,2961,3,1,"ELUM",1,"ELUM",12,"",2016-03-25,"489998","",,"",7,4
"382561060489998","171867643020004",2015,39,5,57,2961,4,1,"ELUM",1,"ELUM",3,"",2016-03-25,"489998","",,"",7,4
"382561061489998","171867643020004",2015,39,5,57,2961,1,1,"LOJA",1,"LOJA",1,"",2016-03-25,"489998","",,"",7,4
"382561062489998","171867643020004",2015,39,5,57,2961,2,1,"LOJA",1,"LOJA",2,"",2016-03-25,"489998","",,"",7,4
"382561063489998","171867643020004",2015,39,5,57,2961,1,1,"LOMA6",1,"LOMA6",45,"",2016-03-25,"489998","",,"",7,4
"382561064489998","171867643020004",2015,39,5,57,2961,2,1,"LOMA6",1,"LOMA6",30,"",2016-03-25,"489998","",,"",7,4
"382561065489998","171867643020004",2015,39,5,57,2961,3,1,"LOMA6",1,"LOMA6",70,"",2016-03-25,"489998","",,"",7,4
"382561066489998","171867643020004",2015,39,5,57,2961,4,1,"LOMA6",1,"LOMA6",2,"",2016-03-25,"489998","",,"",7,4
"382561067489998","171867643020004",2015,39,5,57,2961,1,1,"ROMU",1,"ROMU",1,"",2016-03-25,"489998","",,"",7,4
"382561068489998","171867643020004",2015,39,5,57,2961,2,1,"ROMU",1,"ROMU",1,"",2016-03-25,"489998","",,"",7,4
"382561069489998","171867643020004",2015,39,5,57,2961,3,1,"ROMU",1,"ROMU",2,"",2016-03-25,"489998","",,"",7,4
